,gameid,side,pick1,pick2,pick3,pick4,pick5,ban1,ban2,ban3,ban4,ban5,result
46,5664-7277,Blue,Sett,Rek'Sai,Rumble,Aphelios,Thresh,Elise,Gangplank,Qiyana,Leona,Mordekaiser,0
47,5664-7277,Red,Vladimir,Gragas,Lucian,Miss Fortune,Nautilus,Akali,Jarvan IV,Olaf,Braum,Ornn,1
48,5665-7272,Blue,Gangplank,Qiyana,Zoe,Miss Fortune,Braum,Gragas,Pantheon,LeBlanc,Lee Sin,Jarvan IV,0
49,5665-7272,Red,Mordekaiser,Rek'Sai,Nautilus,Aphelios,Rakan,Akali,Lucian,Rumble,Elise,Renekton,1
50,5665-7276,Blue,Sett,Nidalee,Qiyana,Varus,Braum,Elise,Lucian,Rumble,Thresh,Irelia,1
51,5665-7276,Red,Ornn,Olaf,Zoe,Aphelios,Leona,Gragas,LeBlanc,Akali,Mordekaiser,Taliyah,0
52,5666-7273,Blue,Aatrox,Gragas,Lucian,Varus,Braum,Pantheon,Senna,Elise,Mordekaiser,Irelia,0
53,5666-7273,Red,Renekton,Rek'Sai,Rumble,Miss Fortune,Rakan,Akali,Aphelios,Qiyana,Zoe,LeBlanc,1
54,5666-7274,Blue,Aatrox,Lee Sin,LeBlanc,Miss Fortune,Morgana,Qiyana,Rumble,Elise,Fiora,Camille,0
55,5666-7274,Red,Gangplank,Gragas,Lissandra,Aphelios,Leona,Akali,Lucian,Mordekaiser,Shen,Rakan,1
56,5666-7275,Blue,Aatrox,Nocturne,Rumble,Senna,Braum,Rakan,Lucian,Elise,LeBlanc,Zoe,1
57,5666-7275,Red,Mordekaiser,Rek'Sai,Sylas,Miss Fortune,Leona,Akali,Aphelios,Qiyana,Gragas,Gangplank,0
58,5667-7278,Blue,Aatrox,Qiyana,Rumble,Senna,Braum,Aurelion Sol,Cassiopeia,Elise,Nidalee,Gragas,0
59,5667-7278,Red,Renekton,Jarvan IV,Zilean,Aphelios,Leona,Akali,Mordekaiser,Lucian,Ornn,Irelia,1
60,5667-7279,Blue,Renekton,Jarvan IV,Rumble,Lucian,Nautilus,Zilean,Aurelion Sol,Aphelios,Rek'Sai,Lee Sin,1
61,5667-7279,Red,Jax,Qiyana,Cassiopeia,Miss Fortune,Leona,Akali,Mordekaiser,Irelia,Thresh,Ornn,0
62,5667-7280,Blue,Kennen,Elise,Lucian,Miss Fortune,Leona,LeBlanc,Irelia,Renekton,Gragas,Vladimir,1
63,5667-7280,Red,Camille,Qiyana,Cassiopeia,Aphelios,Nautilus,Akali,Mordekaiser,Rumble,Ornn,Jayce,0
64,5668-7281,Blue,Aatrox,Lee Sin,Diana,Senna,Leona,Gragas,Lucian,Qiyana,Gangplank,Rumble,1
65,5668-7281,Red,Jax,Jarvan IV,Zoe,Miss Fortune,Nautilus,Akali,Renekton,Elise,LeBlanc,Ornn,0
66,5668-7282,Blue,Mordekaiser,Rek'Sai,Orianna,Senna,Braum,Renekton,Miss Fortune,Aphelios,LeBlanc,Rumble,1
67,5668-7282,Red,Aatrox,Lee Sin,Sylas,Lucian,Leona,Akali,Gragas,Elise,Zoe,Kennen,0
68,5668-7283,Blue,Vladimir,Elise,Pantheon,Aphelios,Nautilus,Gragas,Braum,Senna,Rumble,Mordekaiser,0
69,5668-7283,Red,Ornn,Lee Sin,Viktor,Varus,Tahm Kench,Akali,Renekton,Miss Fortune,Qiyana,Gangplank,1
70,5952-7303,Blue,Ornn,Camille,Lissandra,Senna,Tahm Kench,Yuumi,Olaf,Varus,Mordekaiser,Sylas,1
71,5952-7303,Red,Aatrox,Lee Sin,LeBlanc,Aphelios,Bard,Pantheon,Rek'Sai,Sett,Jarvan IV,Gragas,0
72,5952-7304,Blue,Sett,Lee Sin,Zoe,Miss Fortune,Leona,Pantheon,Ornn,Varus,Bard,Tahm Kench,1
73,5952-7304,Red,Janna,Olaf,LeBlanc,Ezreal,Alistar,Aphelios,Yuumi,Senna,Kalista,Caitlyn,0
74,5952-7305,Blue,Ornn,Rek'Sai,Zoe,Kalista,Braum,Yuumi,Olaf,Varus,LeBlanc,Azir,0
75,5952-7305,Red,Sett,Lee Sin,Diana,Miss Fortune,Leona,Pantheon,Aphelios,Senna,Jarvan IV,Camille,1
76,5953-7306,Blue,Aatrox,Lee Sin,Rumble,Miss Fortune,Rakan,Zoe,Elise,Olaf,Jarvan IV,Azir,1
77,5953-7306,Red,Ornn,Kindred,Karma,Aphelios,Braum,Sett,Senna,Rek'Sai,Yuumi,Bard,0
78,5953-7307,Blue,Aatrox,Lee Sin,Rumble,Miss Fortune,Blitzcrank,Zoe,Elise,Olaf,Karma,LeBlanc,0
79,5953-7307,Red,Mordekaiser,Kindred,Ornn,Aphelios,Leona,Sett,Senna,Rek'Sai,Nautilus,Sylas,1
80,5953-7308,Blue,Renekton,Kindred,Karma,Aphelios,Rakan,Senna,Nautilus,Elise,Yasuo,Pantheon,0
81,5953-7308,Red,Aatrox,Gragas,Sylas,Miss Fortune,Leona,Sett,Zoe,Ornn,Mordekaiser,Thresh,1
82,5954-7309,Blue,Sett,Trundle,Sylas,Aphelios,Taric,Elise,Senna,Olaf,Irelia,Thresh,1
83,5954-7309,Red,Ornn,Sejuani,Azir,Miss Fortune,Leona,Rumble,Pantheon,Blitzcrank,Morgana,Braum,0
84,5954-7310,Blue,Sett,Rek'Sai,Zoe,Kai'Sa,Braum,Elise,Senna,Olaf,Irelia,Viktor,1
85,5954-7310,Red,Ornn,Sejuani,Diana,Aphelios,Yuumi,Rumble,Pantheon,Miss Fortune,Varus,Kalista,0
86,5955-7311,Blue,Renekton,Lee Sin,Cassiopeia,Aphelios,Nautilus,Mordekaiser,Ornn,Elise,Kennen,Yasuo,1
87,5955-7311,Red,Gnar,Gragas,Pantheon,Miss Fortune,Thresh,Senna,Sett,Olaf,Ekko,Nidalee,0
88,5955-7312,Blue,Mordekaiser,Elise,Qiyana,Varus,Thresh,Senna,Renekton,Olaf,Cassiopeia,Zilean,0
89,5955-7312,Red,Aatrox,Lee Sin,Lissandra,Miss Fortune,Nautilus,Ornn,Aphelios,Sett,Pantheon,Irelia,1
90,5956-7313,Blue,Renekton,Gragas,Ornn,Ezreal,Yuumi,Olaf,Lee Sin,Mordekaiser,Thresh,Nautilus,0
91,5956-7313,Red,Maokai,Jarvan IV,Rumble,Miss Fortune,Bard,Aphelios,Sett,Senna,Rek'Sai,Elise,1
92,5956-7314,Blue,Rumble,Sejuani,Lucian,Kalista,Braum,Senna,Ornn,Olaf,Aatrox,LeBlanc,0
93,5956-7314,Red,Renekton,Jarvan IV,Azir,Miss Fortune,Nautilus,Sett,Aphelios,Lee Sin,Thresh,Rek'Sai,1
94,5956-7315,Blue,Aatrox,Elise,Azir,Miss Fortune,Nautilus,Olaf,Lee Sin,Ornn,Tahm Kench,Braum,0
95,5956-7315,Red,Maokai,Jarvan IV,Rumble,Varus,Thresh,Aphelios,Senna,Sett,Leona,Pantheon,1
96,5957-7316,Blue,Ornn,Lee Sin,Corki,Kalista,Nautilus,LeBlanc,Senna,Aatrox,Mordekaiser,Leona,1
97,5957-7316,Red,Gangplank,Jarvan IV,Rumble,Miss Fortune,Braum,Sett,Aphelios,Olaf,Zoe,Taric,0
98,5957-7317,Blue,Irelia,Elise,Zoe,Aphelios,Nautilus,Olaf,Rek'Sai,Ornn,Gangplank,Mordekaiser,1
99,5957-7317,Red,Aatrox,Lee Sin,Orianna,Miss Fortune,Leona,Senna,Sett,LeBlanc,Renekton,Fiora,0
100,5957-7318,Blue,Ornn,Rek'Sai,Rumble,Miss Fortune,Nautilus,LeBlanc,Senna,Aatrox,Kalista,Caitlyn,1
101,5957-7318,Red,Mordekaiser,Lee Sin,Zoe,Varus,Leona,Sett,Olaf,Aphelios,Gangplank,Sylas,0
102,5958-7319,Blue,Mordekaiser,Jarvan IV,Zoe,Senna,Galio,Olaf,Varus,LeBlanc,Irelia,Pantheon,0
103,5958-7319,Red,Sett,Gragas,Yasuo,Miss Fortune,Nautilus,Ornn,Aphelios,Tahm Kench,Renekton,Kennen,1
104,5958-7320,Blue,Renekton,Lee Sin,LeBlanc,Kalista,Thresh,Ornn,Lucian,Senna,Aphelios,Miss Fortune,1
105,5958-7320,Red,Poppy,Elise,Zoe,Varus,Braum,Olaf,Sett,Sylas,Jarvan IV,Gragas,0
106,5959-7321,Blue,Kalista,Olaf,Rumble,Ezreal,Yuumi,Elise,Sett,Pantheon,LeBlanc,Nautilus,1
107,5959-7321,Red,Ornn,Trundle,Zoe,Miss Fortune,Leona,Sylas,Aphelios,Senna,Braum,Varus,0
108,5959-7322,Blue,Kalista,Jarvan IV,Syndra,Varus,Thresh,Elise,Sett,Pantheon,LeBlanc,Ornn,1
109,5959-7322,Red,Kennen,Rek'Sai,Ekko,Miss Fortune,Nautilus,Sylas,Aphelios,Senna,Braum,Rumble,0
110,5960-7323,Blue,Sett,Karthus,Pantheon,Miss Fortune,Thresh,Elise,Gragas,Senna,LeBlanc,Zoe,1
111,5960-7323,Red,Ornn,Olaf,Sylas,Lucian,Bard,Rumble,Aphelios,Cassiopeia,Lee Sin,Taliyah,0
112,5960-7324,Blue,Ornn,Trundle,Sylas,Lucian,Bard,Rumble,Jarvan IV,Sett,Mordekaiser,Cassiopeia,0
113,5960-7324,Red,Poppy,Lee Sin,LeBlanc,Miss Fortune,Thresh,Aphelios,Elise,Senna,Gragas,Rek'Sai,1
114,5961-7325,Blue,Aatrox,Elise,Lissandra,Aphelios,Nautilus,Sett,Ornn,Pantheon,Zoe,Rumble,1
115,5961-7325,Red,Mordekaiser,Jarvan IV,LeBlanc,Senna,Tahm Kench,Yuumi,Olaf,Lee Sin,Qiyana,Lucian,0
116,5961-7326,Blue,Qiyana,Elise,Azir,Senna,Tahm Kench,Yuumi,Olaf,Lee Sin,Camille,Irelia,1
117,5961-7326,Red,Aatrox,Sejuani,Sylas,Aphelios,Nautilus,Sett,Ornn,Pantheon,Renekton,Zoe,0
118,5961-7327,Blue,Aatrox,Rek'Sai,Viktor,Aphelios,Nautilus,Sett,Ornn,Pantheon,Qiyana,Jarvan IV,0
119,5961-7327,Red,Malphite,Poppy,Azir,Senna,Tahm Kench,Yuumi,Olaf,Elise,Zoe,LeBlanc,1
120,5962-7328,Blue,Ornn,Nunu & Willump,Lucian,Ezreal,Leona,Elise,Senna,Azir,Zoe,Syndra,0
121,5962-7328,Red,Janna,Olaf,Lissandra,Miss Fortune,Braum,Sett,Aphelios,Rek'Sai,Trundle,Jarvan IV,1
122,5962-7329,Blue,Sylas,Sejuani,Qiyana,Miss Fortune,Nautilus,Elise,Senna,Olaf,Varus,Kalista,0
123,5962-7329,Red,Ornn,Jarvan IV,Azir,Jhin,Tahm Kench,Sett,Aphelios,Rek'Sai,Fiora,Rumble,1
124,5963-7330,Blue,Gangplank,Lee Sin,Zoe,Aphelios,Nautilus,Olaf,Rumble,Pantheon,Renekton,Qiyana,1
125,5963-7330,Red,Aatrox,Elise,Azir,Miss Fortune,Leona,Sett,Senna,Ornn,LeBlanc,Irelia,0
126,5963-7331,Blue,Renekton,Lee Sin,LeBlanc,Vayne,Senna,Zoe,Rumble,Varus,Nautilus,Leona,0
127,5963-7331,Red,Aatrox,Olaf,Galio,Aphelios,Blitzcrank,Sett,Ornn,Karthus,Tahm Kench,Mordekaiser,1
128,5964-7332,Blue,Renekton,Jarvan IV,Rumble,Aphelios,Thresh,Ornn,Gragas,Senna,LeBlanc,Zoe,1
129,5964-7332,Red,Mordekaiser,Lee Sin,Sylas,Miss Fortune,Nautilus,Olaf,Sett,Pantheon,Elise,Taliyah,0
130,5964-7333,Blue,Renekton,Ekko,Pantheon,Kalista,Taric,Ornn,Elise,Varus,Lee Sin,Olaf,1
131,5964-7333,Red,Aatrox,Rek'Sai,Zoe,Miss Fortune,Nautilus,Sett,Aphelios,Senna,Thresh,Leona,0
132,5965-7334,Blue,Aatrox,Elise,Qiyana,Miss Fortune,Alistar,Nautilus,Pantheon,Olaf,Thresh,Rumble,0
133,5965-7334,Red,Renekton,Rek'Sai,Sylas,Kalista,Rakan,Sett,Aphelios,Ornn,Leona,Senna,1
134,5965-7335,Blue,Vladimir,Jarvan IV,Sylas,Senna,Tahm Kench,Nautilus,Pantheon,Olaf,Braum,Mordekaiser,0
135,5965-7335,Red,Ornn,Lee Sin,Kassadin,Varus,Yuumi,Sett,Aphelios,Elise,Aatrox,Rumble,1
136,5966-7336,Blue,Aatrox,Elise,Zoe,Lucian,Leona,Karma,Ornn,LeBlanc,Thresh,Morgana,0
137,5966-7336,Red,Renekton,Lee Sin,Syndra,Miss Fortune,Nautilus,Sett,Senna,Olaf,Kalista,Varus,1
138,5966-7337,Blue,Aatrox,Sylas,Lucian,Miss Fortune,Thresh,Sett,Senna,Olaf,Kalista,Leona,1
139,5966-7337,Red,Ornn,Jarvan IV,Taliyah,Ezreal,Tahm Kench,Elise,Aphelios,Lee Sin,LeBlanc,Irelia,0
140,5967-7338,Blue,Mordekaiser,Lee Sin,Rumble,Aphelios,Thresh,Rek'Sai,Jarvan IV,Ornn,Blitzcrank,Nautilus,0
141,5967-7338,Red,Renekton,Sejuani,Sylas,Miss Fortune,Braum,Senna,Olaf,Sett,Quinn,LeBlanc,1
142,5967-7339,Blue,Maokai,Lee Sin,Rumble,Aphelios,Morgana,Rek'Sai,Jarvan IV,Senna,Leona,Sylas,0
143,5967-7339,Red,Renekton,Sejuani,Azir,Miss Fortune,Nautilus,Olaf,Sett,Ornn,Thresh,Mordekaiser,1
144,5968-7340,Blue,Maokai,Graves,Azir,Senna,Nautilus,Ornn,Sett,Olaf,LeBlanc,Zoe,0
145,5968-7340,Red,Janna,Jarvan IV,Kassadin,Miss Fortune,Leona,Rek'Sai,Elise,Aphelios,Qiyana,Sejuani,1
146,5968-7341,Blue,Maokai,Sylas,Lucian,Senna,Nautilus,Sett,Ornn,Olaf,LeBlanc,Zoe,0
147,5968-7341,Red,Janna,Jarvan IV,Kassadin,Miss Fortune,Leona,Rek'Sai,Elise,Aphelios,Qiyana,Gragas,1
148,5969-7342,Blue,Mordekaiser,Olaf,Taliyah,Miss Fortune,Nautilus,LeBlanc,Senna,Kalista,Syndra,Lucian,0
149,5969-7342,Red,Rumble,Lee Sin,Orianna,Aphelios,Thresh,Pantheon,Sett,Elise,Irelia,Zoe,1
150,5969-7343,Blue,Renekton,Olaf,Rumble,Aphelios,Blitzcrank,LeBlanc,Senna,Kalista,Sylas,Quinn,1
151,5969-7343,Red,Kennen,Jarvan IV,Syndra,Varus,Thresh,Pantheon,Sett,Elise,Nautilus,Leona,0
152,5969-7344,Blue,Ornn,Olaf,Zoe,Aphelios,Thresh,LeBlanc,Senna,Kalista,Quinn,Sylas,0
153,5969-7344,Red,Lucian,Trundle,Neeko,Ezreal,Tahm Kench,Pantheon,Sett,Rumble,Yuumi,Renekton,1
154,5970-7345,Blue,Aatrox,Lee Sin,Sylas,Aphelios,Nautilus,Elise,Renekton,Senna,Leona,Thresh,1
155,5970-7345,Red,Kennen,Jarvan IV,Rumble,Miss Fortune,Braum,Ornn,Sett,Rek'Sai,Zoe,LeBlanc,0
156,5970-7346,Blue,Kennen,Lee Sin,Syndra,Aphelios,Leona,Elise,Renekton,Senna,Olaf,Jarvan IV,1
157,5970-7346,Red,Aatrox,Gragas,Zoe,Miss Fortune,Nautilus,Ornn,Sett,Rek'Sai,LeBlanc,Sylas,0
158,5971-7347,Blue,Renekton,Rek'Sai,Zoe,Varus,Thresh,Ornn,Gragas,Olaf,LeBlanc,Rumble,0
159,5971-7347,Red,Mordekaiser,Jarvan IV,Lissandra,Senna,Nautilus,Elise,Sett,Aphelios,Yuumi,Leona,1
160,5971-7348,Blue,Maokai,Lee Sin,Ornn,Varus,Thresh,Elise,Zoe,Sett,Rumble,Sylas,1
161,5971-7348,Red,Gangplank,Jarvan IV,Azir,Miss Fortune,Braum,Aphelios,Senna,Gragas,Pantheon,LeBlanc,0
162,5972-7349,Blue,Ornn,Rek'Sai,Azir,Aphelios,Nautilus,Zoe,Senna,Taliyah,Aatrox,Sylas,1
163,5972-7349,Red,Mordekaiser,Jarvan IV,LeBlanc,Miss Fortune,Leona,Rumble,Thresh,Sett,Elise,Olaf,0
164,5972-7350,Blue,Ornn,Rek'Sai,Azir,Aphelios,Sett,Zoe,Senna,Taliyah,Irelia,Pantheon,1
165,5972-7350,Red,Renekton,Elise,Lucian,Kalista,Leona,Rumble,Thresh,Olaf,Nautilus,Morgana,0
166,5973-7351,Blue,Ornn,Olaf,Karma,Ezreal,Leona,Senna,LeBlanc,Sett,Zoe,Mordekaiser,1
167,5973-7351,Red,Aatrox,Lee Sin,Syndra,Miss Fortune,Nautilus,Elise,Aphelios,Rek'Sai,Yuumi,Varus,0
168,5973-7352,Blue,Renekton,Elise,LeBlanc,Caitlyn,Tahm Kench,Olaf,Ornn,Rek'Sai,Maokai,Nautilus,1
169,5973-7352,Red,Quinn,Jarvan IV,Lissandra,Miss Fortune,Leona,Sett,Senna,Aphelios,Morgana,Thresh,0
170,5973-7353,Blue,Camille,Elise,Varus,Miss Fortune,Nautilus,LeBlanc,Senna,Aphelios,Thresh,Morgana,0
171,5973-7353,Red,Renekton,Lee Sin,Zoe,Caitlyn,Tahm Kench,Olaf,Ornn,Sett,Pantheon,Qiyana,1
172,5974-7354,Blue,Aatrox,Jarvan IV,Rumble,Aphelios,Rakan,Kindred,Lee Sin,Sylas,LeBlanc,Olaf,1
173,5974-7354,Red,Ornn,Rek'Sai,Zoe,Miss Fortune,Leona,Sett,Senna,Elise,Braum,Thresh,0
174,5974-7355,Blue,Renekton,Sylas,Azir,Senna,Tahm Kench,Ornn,Elise,Varus,Ezreal,Caitlyn,1
175,5974-7355,Red,Aatrox,Jarvan IV,Rumble,Kog'Maw,Lulu,Kindred,Aphelios,Sett,Lee Sin,Olaf,0
176,5974-7356,Blue,Ornn,Jarvan IV,Galio,Miss Fortune,Rakan,Kindred,Sylas,Lee Sin,Thresh,Caitlyn,0
177,5974-7356,Red,Mordekaiser,Rek'Sai,LeBlanc,Xayah,Nautilus,Sett,Aphelios,Senna,Rumble,Zoe,1
178,5975-7357,Blue,Renekton,Trundle,Azir,Aphelios,Thresh,Rek'Sai,Sejuani,Ornn,Rumble,Nautilus,1
179,5975-7357,Red,Mordekaiser,Jarvan IV,Zoe,Miss Fortune,Braum,Olaf,Sett,Pantheon,Elise,Lee Sin,0
180,5975-7358,Blue,Aatrox,Gragas,Azir,Aphelios,Thresh,Rek'Sai,Sejuani,Ornn,Rumble,LeBlanc,0
181,5975-7358,Red,Fiora,Jarvan IV,Zoe,Miss Fortune,Nautilus,Olaf,Sett,Renekton,Lee Sin,Trundle,1
182,5975-7359,Blue,Kennen,Trundle,Azir,Aphelios,Thresh,Rek'Sai,Sejuani,Ornn,Fiora,Rumble,1
183,5975-7359,Red,Aatrox,Jarvan IV,Zoe,Miss Fortune,Nautilus,Olaf,Sett,Renekton,LeBlanc,Mordekaiser,0
184,5976-7360,Blue,Irelia,Sejuani,Zoe,Kalista,Thresh,Lee Sin,Ornn,Senna,Pantheon,Rumble,0
185,5976-7360,Red,Aatrox,Jarvan IV,Kassadin,Varus,Tahm Kench,Sett,Renekton,Aphelios,Olaf,Fiora,1
186,5976-7361,Blue,Aatrox,Ekko,Pantheon,Ezreal,Leona,Ornn,Senna,Kled,Rumble,Sylas,0
187,5976-7361,Red,Poppy,Lee Sin,Azir,Miss Fortune,Nautilus,Sett,Renekton,Aphelios,Kalista,Varus,1
188,5977-7362,Blue,Aatrox,Lee Sin,Neeko,Kalista,Orianna,Senna,Ornn,Azir,Elise,Gragas,0
189,5977-7362,Red,Mordekaiser,Pantheon,Rumble,Aphelios,Nautilus,Sett,Zoe,Renekton,Thresh,Leona,1
190,5977-7363,Blue,Ornn,Pantheon,Rumble,Aphelios,Leona,Renekton,Zoe,Elise,Sylas,Mordekaiser,0
191,5977-7363,Red,Aatrox,Rek'Sai,Syndra,Bard,LeBlanc,Senna,Sett,Kalista,Nautilus,Thresh,1
192,5977-7364,Blue,Ornn,Jarvan IV,Zoe,Aphelios,Nautilus,Syndra,Elise,LeBlanc,Miss Fortune,Cassiopeia,1
193,5977-7364,Red,Aatrox,Rek'Sai,Neeko,Pyke,Orianna,Senna,Kalista,Sett,Mordekaiser,Qiyana,0
194,5978-7365,Blue,Mordekaiser,Elise,Pantheon,Kalista,Nautilus,Ornn,Varus,Miss Fortune,Kai'Sa,Xayah,0
195,5978-7365,Red,Renekton,Rek'Sai,LeBlanc,Tristana,Rakan,Sett,Senna,Aphelios,Gangplank,Lucian,1
196,5978-7366,Blue,Maokai,Jarvan IV,LeBlanc,Varus,Thresh,Elise,Rek'Sai,Senna,Gangplank,Mordekaiser,0
197,5978-7366,Red,Kayle,Lee Sin,Lissandra,Miss Fortune,Nautilus,Sett,Ornn,Aphelios,Kalista,Kai'Sa,1
198,5978-7367,Blue,Renekton,Elise,Lucian,Miss Fortune,Braum,Rek'Sai,Lee Sin,Senna,Syndra,LeBlanc,0
199,5978-7367,Red,Kennen,Olaf,Zoe,Kalista,Thresh,Sett,Ornn,Aphelios,Blitzcrank,Varus,1
200,5979-7368,Blue,Mordekaiser,Jarvan IV,LeBlanc,Varus,Thresh,Ornn,Olaf,Elise,Leona,Yuumi,1
