Champion,counters champ,champ counters
hwei,"('Xayah', 50)","('Samira', 58)"
hwei,"('Zeri', 50)","(""Kai'Sa"", 58)"
hwei,"('Jinx', 51)","('Twitch', 58)"
jax,"('Sivir', 47)","('Aphelios', 56)"
jax,"('Smolder', 48)","('Draven', 56)"
jax,"('Xayah', 50)","('Samira', 58)"
jax,"('Zeri', 50)","(""Kai'Sa"", 58)"
jax,"('Jinx', 51)","('Twitch', 58)"
katarina,"('Sivir', 47)","('Aphelios', 56)"
katarina,"('Smolder', 48)","('Draven', 56)"
katarina,"('Xayah', 50)","('Samira', 58)"
katarina,"('Zeri', 50)","(""Kai'Sa"", 58)"
katarina,"('Jinx', 51)","('Twitch', 58)"
lucian,"('Sivir', 47)","('Aphelios', 56)"
lucian,"('Smolder', 48)","('Draven', 56)"
lucian,"('Xayah', 50)","('Samira', 58)"
lucian,"('Zeri', 50)","(""Kai'Sa"", 58)"
lucian,"('Jinx', 51)","('Twitch', 58)"
shaco,"('Sivir', 47)","('Aphelios', 56)"
shaco,"('Smolder', 48)","('Draven', 56)"
shaco,"('Xayah', 50)","('Samira', 58)"
shaco,"('Zeri', 50)","(""Kai'Sa"", 58)"
shaco,"('Jinx', 51)","('Twitch', 58)"
corki,"('Sivir', 47)","('Aphelios', 56)"
corki,"('Smolder', 48)","('Draven', 56)"
corki,"('Xayah', 50)","('Samira', 58)"
corki,"('Zeri', 50)","(""Kai'Sa"", 58)"
corki,"('Jinx', 51)","('Twitch', 58)"
khazix,"('Sivir', 47)","('Aphelios', 56)"
khazix,"('Smolder', 48)","('Draven', 56)"
khazix,"('Xayah', 50)","('Samira', 58)"
khazix,"('Zeri', 50)","(""Kai'Sa"", 58)"
khazix,"('Jinx', 51)","('Twitch', 58)"
leblanc,"('Sivir', 47)","('Aphelios', 56)"
leblanc,"('Smolder', 48)","('Draven', 56)"
leblanc,"('Xayah', 50)","('Samira', 58)"
leblanc,"('Zeri', 50)","(""Kai'Sa"", 58)"
leblanc,"('Jinx', 51)","('Twitch', 58)"
tahm-kench,"('Sivir', 47)","('Aphelios', 56)"
tahm-kench,"('Smolder', 48)","('Draven', 56)"
tahm-kench,"('Xayah', 50)","('Samira', 58)"
tahm-kench,"('Zeri', 50)","(""Kai'Sa"", 58)"
tahm-kench,"('Jinx', 51)","('Twitch', 58)"
talon,"('Sivir', 47)","('Aphelios', 56)"
talon,"('Smolder', 48)","('Draven', 56)"
talon,"('Xayah', 50)","('Samira', 58)"
talon,"('Zeri', 50)","(""Kai'Sa"", 58)"
talon,"('Jinx', 51)","('Twitch', 58)"
alistar,"('Sivir', 47)","('Aphelios', 56)"
alistar,"('Smolder', 48)","('Draven', 56)"
alistar,"('Xayah', 50)","('Samira', 58)"
alistar,"('Zeri', 50)","(""Kai'Sa"", 58)"
alistar,"('Jinx', 51)","('Twitch', 58)"
aphelios,"('Sivir', 47)","('Aphelios', 56)"
aphelios,"('Smolder', 48)","('Draven', 56)"
aphelios,"('Xayah', 50)","('Samira', 58)"
aphelios,"('Zeri', 50)","(""Kai'Sa"", 58)"
aphelios,"('Jinx', 51)","('Twitch', 58)"
hecarim,"('Sivir', 47)","('Aphelios', 56)"
hecarim,"('Smolder', 48)","('Draven', 56)"
hecarim,"('Xayah', 50)","('Samira', 58)"
hecarim,"('Zeri', 50)","(""Kai'Sa"", 58)"
hecarim,"('Jinx', 51)","('Twitch', 58)"
rakan,"('Sivir', 47)","('Aphelios', 56)"
rakan,"('Smolder', 48)","('Draven', 56)"
rakan,"('Xayah', 50)","('Samira', 58)"
rakan,"('Zeri', 50)","(""Kai'Sa"", 58)"
rakan,"('Jinx', 51)","('Twitch', 58)"
samira,"('Sivir', 47)","('Aphelios', 56)"
samira,"('Smolder', 48)","('Draven', 56)"
samira,"('Xayah', 50)","('Samira', 58)"
samira,"('Zeri', 50)","(""Kai'Sa"", 58)"
samira,"('Jinx', 51)","('Twitch', 58)"
sejuani,"('Sivir', 47)","('Aphelios', 56)"
sejuani,"('Smolder', 48)","('Draven', 56)"
sejuani,"('Xayah', 50)","('Samira', 58)"
sejuani,"('Zeri', 50)","(""Kai'Sa"", 58)"
sejuani,"('Jinx', 51)","('Twitch', 58)"
brand,"('Sivir', 47)","('Aphelios', 56)"
brand,"('Smolder', 48)","('Draven', 56)"
brand,"('Xayah', 50)","('Samira', 58)"
brand,"('Zeri', 50)","(""Kai'Sa"", 58)"
brand,"('Jinx', 51)","('Twitch', 58)"
dr-mundo,"('Sivir', 47)","('Aphelios', 56)"
dr-mundo,"('Smolder', 48)","('Draven', 56)"
dr-mundo,"('Xayah', 50)","('Samira', 58)"
dr-mundo,"('Zeri', 50)","(""Kai'Sa"", 58)"
dr-mundo,"('Jinx', 51)","('Twitch', 58)"
evelynn,"('Sivir', 47)","('Aphelios', 56)"
evelynn,"('Smolder', 48)","('Draven', 56)"
evelynn,"('Xayah', 50)","('Samira', 58)"
evelynn,"('Zeri', 50)","(""Kai'Sa"", 58)"
evelynn,"('Jinx', 51)","('Twitch', 58)"
neeko,"('Sivir', 47)","('Aphelios', 56)"
neeko,"('Smolder', 48)","('Draven', 56)"
neeko,"('Xayah', 50)","('Samira', 58)"
neeko,"('Zeri', 50)","(""Kai'Sa"", 58)"
neeko,"('Jinx', 51)","('Twitch', 58)"
tryndamere,"('Sivir', 47)","('Aphelios', 56)"
tryndamere,"('Smolder', 48)","('Draven', 56)"
tryndamere,"('Xayah', 50)","('Samira', 58)"
tryndamere,"('Zeri', 50)","(""Kai'Sa"", 58)"
tryndamere,"('Jinx', 51)","('Twitch', 58)"
twisted-fate,"('Sivir', 47)","('Aphelios', 56)"
twisted-fate,"('Smolder', 48)","('Draven', 56)"
twisted-fate,"('Xayah', 50)","('Samira', 58)"
twisted-fate,"('Zeri', 50)","(""Kai'Sa"", 58)"
twisted-fate,"('Jinx', 51)","('Twitch', 58)"
udyr,"('Sivir', 47)","('Aphelios', 56)"
udyr,"('Smolder', 48)","('Draven', 56)"
udyr,"('Xayah', 50)","('Samira', 58)"
udyr,"('Zeri', 50)","(""Kai'Sa"", 58)"
udyr,"('Jinx', 51)","('Twitch', 58)"
illaoi,"('Sivir', 47)","('Aphelios', 56)"
illaoi,"('Smolder', 48)","('Draven', 56)"
illaoi,"('Xayah', 50)","('Samira', 58)"
illaoi,"('Zeri', 50)","(""Kai'Sa"", 58)"
illaoi,"('Jinx', 51)","('Twitch', 58)"
kaisa,"('Sivir', 47)","('Aphelios', 56)"
kaisa,"('Smolder', 48)","('Draven', 56)"
kaisa,"('Xayah', 50)","('Samira', 58)"
kaisa,"('Zeri', 50)","(""Kai'Sa"", 58)"
kaisa,"('Jinx', 51)","('Twitch', 58)"
yone,"('Sivir', 47)","('Aphelios', 56)"
yone,"('Smolder', 48)","('Draven', 56)"
yone,"('Xayah', 50)","('Samira', 58)"
yone,"('Zeri', 50)","(""Kai'Sa"", 58)"
yone,"('Jinx', 51)","('Twitch', 58)"
zed,"('Sivir', 47)","('Aphelios', 56)"
zed,"('Smolder', 48)","('Draven', 56)"
zed,"('Xayah', 50)","('Samira', 58)"
zed,"('Zeri', 50)","(""Kai'Sa"", 58)"
zed,"('Jinx', 51)","('Twitch', 58)"
varus,"('Sivir', 47)","('Aphelios', 56)"
varus,"('Smolder', 48)","('Draven', 56)"
varus,"('Xayah', 50)","('Samira', 58)"
varus,"('Zeri', 50)","(""Kai'Sa"", 58)"
varus,"('Jinx', 51)","('Twitch', 58)"
jayce,"('Sivir', 47)","('Aphelios', 56)"
jayce,"('Smolder', 48)","('Draven', 56)"
jayce,"('Xayah', 50)","('Samira', 58)"
jayce,"('Zeri', 50)","(""Kai'Sa"", 58)"
jayce,"('Jinx', 51)","('Twitch', 58)"
pyke,"('Sivir', 47)","('Aphelios', 56)"
pyke,"('Smolder', 48)","('Draven', 56)"
pyke,"('Xayah', 50)","('Samira', 58)"
pyke,"('Zeri', 50)","(""Kai'Sa"", 58)"
pyke,"('Jinx', 51)","('Twitch', 58)"
blitzcrank,"('Sivir', 47)","('Aphelios', 56)"
blitzcrank,"('Smolder', 48)","('Draven', 56)"
blitzcrank,"('Xayah', 50)","('Samira', 58)"
blitzcrank,"('Zeri', 50)","(""Kai'Sa"", 58)"
blitzcrank,"('Jinx', 51)","('Twitch', 58)"
azir,"('Sivir', 47)","('Aphelios', 56)"
azir,"('Smolder', 48)","('Draven', 56)"
azir,"('Xayah', 50)","('Samira', 58)"
azir,"('Zeri', 50)","(""Kai'Sa"", 58)"
azir,"('Jinx', 51)","('Twitch', 58)"
rengar,"('Sivir', 47)","('Aphelios', 56)"
rengar,"('Smolder', 48)","('Draven', 56)"
rengar,"('Xayah', 50)","('Samira', 58)"
rengar,"('Zeri', 50)","(""Kai'Sa"", 58)"
rengar,"('Jinx', 51)","('Twitch', 58)"
rumble,"('Sivir', 47)","('Aphelios', 56)"
rumble,"('Smolder', 48)","('Draven', 56)"
rumble,"('Xayah', 50)","('Samira', 58)"
rumble,"('Zeri', 50)","(""Kai'Sa"", 58)"
rumble,"('Jinx', 51)","('Twitch', 58)"
ksante,"('Sivir', 47)","('Aphelios', 56)"
ksante,"('Smolder', 48)","('Draven', 56)"
ksante,"('Xayah', 50)","('Samira', 58)"
ksante,"('Zeri', 50)","(""Kai'Sa"", 58)"
ksante,"('Jinx', 51)","('Twitch', 58)"
smolder,"('Sivir', 47)","('Aphelios', 56)"
smolder,"('Smolder', 48)","('Draven', 56)"
smolder,"('Xayah', 50)","('Samira', 58)"
smolder,"('Zeri', 50)","(""Kai'Sa"", 58)"
smolder,"('Jinx', 51)","('Twitch', 58)"
kalista,"('Sivir', 47)","('Aphelios', 56)"
kalista,"('Smolder', 48)","('Draven', 56)"
kalista,"('Xayah', 50)","('Samira', 58)"
kalista,"('Zeri', 50)","(""Kai'Sa"", 58)"
kalista,"('Jinx', 51)","('Twitch', 58)"
mel,"('Sivir', 47)","('Aphelios', 56)"
mel,"('Smolder', 48)","('Draven', 56)"
mel,"('Xayah', 50)","('Samira', 58)"
mel,"('Zeri', 50)","(""Kai'Sa"", 58)"
mel,"('Jinx', 51)","('Twitch', 58)"
nidalee,"('Sivir', 47)","('Aphelios', 56)"
nidalee,"('Smolder', 48)","('Draven', 56)"
nidalee,"('Xayah', 50)","('Samira', 58)"
nidalee,"('Zeri', 50)","(""Kai'Sa"", 58)"
nidalee,"('Jinx', 51)","('Twitch', 58)"
skarner,"('Sivir', 47)","('Aphelios', 56)"
skarner,"('Smolder', 48)","('Draven', 56)"
skarner,"('Xayah', 50)","('Samira', 58)"
skarner,"('Zeri', 50)","(""Kai'Sa"", 58)"
skarner,"('Jinx', 51)","('Twitch', 58)"
